object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Nuts,45,Image_0_50,otm,32,3,0.93,0.87,0.899,8.18
Nuts,45,Image_1,otm,32,3,0.9,0.878,0.889,6.25
Nuts,45,Image_10,otm,32,3,0.875,0.921,0.897,6.571
Nuts,45,Image_2,otm,32,3,0.854,1.0,0.921,12.264
Nuts,45,Image_3,otm,32,3,0.825,0.917,0.868,7.125
Nuts,45,Image_4,otm,32,3,0.906,0.879,0.892,3.909
Nuts,45,Image_5,otm,32,3,0.939,0.912,0.925,3.865
Nuts,45,Image_6,otm,32,3,0.917,0.917,0.917,6.005
Nuts,45,Image_7,otm,32,3,1.0,0.821,0.902,4.159
Nuts,45,Image_8,otm,32,3,0.882,1.0,0.938,4.747
Nuts,45,Image_9,otm,32,3,0.919,0.895,0.907,6.772
Nuts,68,Image_0_50,otm,32,3,0.868,0.868,0.868,8.6
Nuts,68,Image_1,otm,32,3,0.778,0.966,0.862,7.414
Nuts,68,Image_10,otm,32,3,0.867,0.867,0.867,10.103
Nuts,68,Image_2,otm,32,3,0.935,0.967,0.951,8.876
Nuts,68,Image_3,otm,32,3,0.893,0.962,0.926,8.294
Nuts,68,Image_4,otm,32,3,0.8,0.923,0.857,9.623
Nuts,68,Image_5,otm,32,3,0.812,0.839,0.825,4.88
Nuts,68,Image_6,otm,32,3,1.0,0.828,0.906,3.967
Nuts,68,Image_7,otm,32,3,0.938,0.938,0.938,2.385
Nuts,68,Image_8,otm,32,3,1.0,1.0,1.0,5.668
Nuts,68,Image_9,otm,32,3,0.955,0.955,0.955,5.68
Pins2,28,Image_0,otm,32,3,0.851,0.994,0.917,91.847
Pins2,28,Image_1,otm,32,3,0.891,0.975,0.931,71.81
Pins2,28,Image_10,otm,32,3,0.835,0.97,0.898,89.818
Pins2,28,Image_2,otm,32,3,0.917,1.0,0.957,85.191
Pins2,28,Image_3,otm,32,3,0.895,0.962,0.927,81.896
Pins2,28,Image_4,otm,32,3,0.862,0.987,0.92,81.222
Pins2,28,Image_5,otm,32,3,0.904,1.0,0.95,96.042
Pins2,28,Image_6,otm,32,3,0.852,0.987,0.915,101.358
Pins2,28,Image_7,otm,32,3,0.886,0.914,0.9,81.089
Pins2,28,Image_8,otm,32,3,0.913,0.981,0.946,78.749
