image_name,resized_size,patch_size,kernel_dim,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,diff_patch_mbs,aspect_ratio,mae,mre,qual_score
Image_4066,384,32,3,72,98,85,4.13,53,1.36,0,0.0,0.44
Image_4065,384,32,3,51,40,46,4.7,14,1.27,1,0.03,0.45
Image_4063,384,32,3,57,57,57,3.93,25,1.0,4,0.53,0.32
Image_4062,384,32,3,15,25,20,4.78,12,1.67,74,0.21,0.53
Image_3697,384,32,3,149,108,128,8.06,96,1.38,1,0.1,0.81
Image_3696,384,32,3,146,126,136,6.6,104,1.16,3,0.55,0.79
Image_3694,384,32,3,57,86,72,4.52,40,1.51,10,0.41,0.38
Image_3693,384,32,3,44,54,49,2.17,17,1.23,0,0.0,0.29
Image_3651,384,32,3,89,114,102,8.77,70,1.28,7,1.56,0.75
Image_3650,384,32,3,47,81,64,9.85,32,1.72,5,0.53,0.64
Image_3645,384,32,3,45,49,47,8.12,15,1.09,3,0.05,0.53
Image_3644,384,32,3,63,61,62,17.41,30,1.03,2,0.17,0.53
Image_3501,384,32,3,30,41,36,6.66,4,1.37,3,0.05,0.4
Image_3500,384,32,3,51,70,60,4.19,28,1.37,0,0.0,0.4
Image_3494,384,32,3,85,53,69,4.23,37,1.6,16,0.74,0.42
Image_3342,384,32,3,72,112,92,3.12,60,1.56,0,0.0,0.48
Image_3341,384,32,3,52,57,54,2.28,22,1.1,4,0.12,0.22
Image_3339,384,32,3,67,94,80,5.02,48,1.4,17,2.0,0.2
Image_3329,384,32,3,15,10,12,2.06,20,1.5,123,0.41,0.72
Image_3310,384,32,3,40,50,45,1.94,13,1.25,3,0.11,0.25
Image_3309,384,32,3,49,80,64,4.99,32,1.63,7,0.74,0.22
Image_3284,384,32,3,80,92,86,18.34,54,1.15,2,0.14,0.4
Image_3283,384,32,3,31,32,32,9.74,0,1.03,4,0.1,0.41
Image_3282,384,32,3,57,63,60,10.84,28,1.11,4,0.15,0.33
Image_3281,384,32,3,90,57,74,14.73,42,1.58,10,1.82,0.28
Image_3279,384,32,3,44,59,52,7.88,20,1.34,1,0.04,0.38
Image_3278,384,32,3,55,41,48,4.52,16,1.34,33,0.52,0.61
Image_3275,384,32,3,80,72,76,5.56,44,1.11,7,0.36,0.49
Image_3271,384,32,3,96,102,99,12.29,67,1.06,23,0.52,0.64
Image_3270,384,32,3,68,80,74,7.03,42,1.18,3,0.18,0.37
Image_3268,384,32,3,68,77,72,11.06,40,1.13,5,0.34,0.46
Image_3160,384,32,3,89,93,91,7.13,59,1.04,8,1.45,0.56
Image_2956,384,32,3,81,46,64,12.53,32,1.76,6,0.31,0.55
Image_2955,384,32,3,39,31,35,3.12,3,1.26,24,0.29,0.36
Image_2954,384,32,3,47,78,62,0.88,30,1.66,7,0.15,0.48
Image_2952,384,32,3,28,59,44,3.1,12,2.11,22,0.48,0.28
Image_2951,384,32,3,39,68,54,1.05,22,1.74,7,0.93,0.22
Image_2949,384,32,3,87,37,62,2.86,30,2.35,1,0.04,0.44
Image_2948,384,32,3,80,78,79,3.24,47,1.03,7,1.56,0.37
Image_2947,384,32,3,51,60,56,1.97,24,1.18,9,0.2,0.38
Image_2946,384,32,3,72,63,68,12.06,36,1.14,4,0.47,0.4
Image_2945,384,32,3,75,52,64,1.33,32,1.44,0,0.0,0.48
Image_2944,384,32,3,37,59,48,7.86,16,1.59,25,0.57,0.31
Image_2943,384,32,3,58,60,59,1.65,27,1.03,10,0.51,0.36
Image_2942,384,32,3,48,48,48,1.03,16,1.0,11,0.76,0.19
Image_2941,384,32,3,86,82,84,10.9,52,1.05,8,0.84,0.57
Image_2939,384,32,3,24,32,28,4.29,4,1.33,17,0.48,0.36
Image_2938,384,32,3,79,68,74,15.61,42,1.16,1,0.12,0.64
Image_2937,384,32,3,44,44,44,12.12,12,1.0,13,0.2,0.37
Image_2936,384,32,3,84,54,69,12.91,37,1.56,12,1.04,0.41
Image_2935,384,32,3,83,41,62,2.41,30,2.02,6,0.8,0.38
Image_2933,384,32,3,53,36,44,10.11,12,1.47,38,0.46,0.55
Image_2932,384,32,3,94,54,74,11.58,42,1.74,12,0.89,0.34
Image_2931,384,32,3,59,49,54,26.1,22,1.2,19,0.3,0.53
Image_2930,384,32,3,35,46,40,4.48,8,1.31,5,0.09,0.47
Image_2929,384,32,3,37,35,36,2.45,4,1.06,26,0.5,0.38
Image_2927,384,32,3,30,46,38,4.29,6,1.53,1,0.02,0.42
Image_2926,384,32,3,94,53,74,6.51,42,1.77,8,0.48,0.35
Image_2924,384,32,3,47,45,46,2.54,14,1.04,15,0.38,0.25
Image_2923,384,32,3,53,34,44,8.82,12,1.56,49,1.31,0.32
Image_2922,384,32,3,75,66,70,14.52,38,1.14,3,0.18,0.35
Image_2921,384,32,3,67,55,61,12.4,29,1.22,9,0.49,0.32
Image_2920,384,32,3,40,79,60,10.44,28,1.98,2,0.13,0.64
Image_2918,384,32,3,47,49,48,1.7,16,1.04,19,0.43,0.55
Image_2916,384,32,3,17,18,18,2.78,14,1.06,55,0.37,0.51
Image_2915,384,32,3,45,48,46,3.97,14,1.07,20,0.48,0.35
Image_2914,384,32,3,33,76,54,3.09,22,2.3,12,0.73,0.15
Image_2913,384,32,3,69,72,70,7.9,38,1.04,12,3.43,0.52
Image_2912,384,32,3,34,36,35,1.03,3,1.06,10,0.16,0.37
Image_2910,384,32,3,49,177,113,1.35,81,3.61,5,0.53,0.61
Image_2908,384,32,3,44,53,48,4.41,16,1.2,1,0.03,0.35
Image_2248,384,32,3,38,56,47,2.96,15,1.47,8,0.13,0.38
Image_2225,384,32,3,94,109,102,13.89,70,1.16,5,0.34,0.49
Image_2209,384,32,3,100,148,124,8.56,92,1.48,4,0.53,0.6
Image_2203,384,32,3,64,100,82,8.41,50,1.56,11,0.96,0.37
Image_2195,384,32,3,122,115,118,8.88,86,1.06,2,0.17,0.7
Image_2177,384,32,3,79,128,104,7.82,72,1.62,6,0.28,0.42
Image_2165,384,32,3,81,104,92,3.98,60,1.28,5,0.17,0.48
Image_2155,384,32,3,101,95,98,3.77,66,1.06,0,0.0,0.63
Image_2152,384,32,3,72,127,100,26.52,68,1.76,8,0.55,0.42
Image_2142,384,32,3,76,87,82,15.41,50,1.14,3,0.09,0.48
Image_2141,384,32,3,83,109,96,7.47,64,1.31,6,1.09,0.38
Image_2138,384,32,3,53,83,68,7.41,36,1.57,13,0.79,0.34
Image_2140,384,32,3,77,73,75,17.72,43,1.05,0,0.0,0.49
Image_2051,384,32,3,102,56,79,9.09,47,1.82,1,0.06,0.71
Image_2036,384,32,3,76,51,64,4.55,32,1.49,1,0.04,0.79
Image_2035,384,32,3,108,40,74,5.26,42,2.7,3,0.1,0.81
Image_2026,384,32,3,83,58,70,4.52,38,1.43,4,0.2,0.88
Image_2019,384,32,3,119,81,100,5.13,68,1.47,9,0.38,0.85
Image_2018,384,32,3,34,73,54,4.33,22,2.15,19,0.22,0.71
Image_2011,384,32,3,55,35,45,2.34,13,1.57,43,0.35,0.65
Image_2009,384,32,3,29,22,26,0.94,6,1.32,271,0.58,0.76
Image_2008,384,32,3,51,46,48,2.13,16,1.11,39,0.48,0.72
Image_2007,384,32,3,41,36,38,13.34,6,1.14,2,0.02,0.6
Image_2005,384,32,3,31,24,28,0.47,4,1.29,179,0.56,0.77
Image_2004,384,32,3,35,22,28,1.89,4,1.59,259,0.53,0.72
Image_1493,384,32,3,17,28,22,1.32,10,1.65,41,1.55,0.29
Image_1463,384,32,3,31,37,34,6.78,2,1.19,9,0.17,0.34
Image_1461,384,32,3,15,23,19,1.67,13,1.53,51,1.05,0.39
Image_1456,384,32,3,15,21,18,2.32,14,1.4,16,0.09,0.55
Image_1130,384,32,3,15,10,12,1.7,20,1.5,22,0.56,0.9
Image_1106,384,32,3,31,28,30,5.92,2,1.11,11,0.29,0.52
Image_998,384,32,3,34,42,38,2.51,6,1.24,9,0.58,0.48
Image_996,384,32,3,59,78,68,8.63,36,1.32,7,0.61,0.48
Image_993,384,32,3,59,75,67,11.75,35,1.27,7,0.67,0.25
Image_991,384,32,3,18,29,24,1.05,8,1.61,8,0.08,0.63
Image_990,384,32,3,19,27,23,0.94,9,1.42,28,0.2,0.68
Image_989,384,32,3,27,82,54,8.61,22,3.04,6,0.09,0.47
Image_988,384,32,3,57,114,86,2.34,54,2.0,0,0.0,0.43
Image_985,384,32,3,30,46,38,6.6,6,1.53,16,0.43,0.57
Image_907,384,32,3,48,125,86,11.0,54,2.6,6,0.17,0.59
Image_906,384,32,3,13,28,20,3.02,12,2.15,171,2.65,0.48
Image_701,384,32,3,40,73,56,2.83,24,1.82,2,0.03,0.4
Image_693,384,32,3,61,84,72,2.03,40,1.38,5,0.22,0.51
Image_680,384,32,3,53,145,99,4.26,67,2.74,2,0.19,0.53
