object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Nails_23,28,Image_0_30,otm,32,3,0.617,0.229,0.334,68.203
Nails_23,28,Image_1,otm,32,3,0.538,0.297,0.383,39.799
Nails_23,28,Image_10,otm,32,3,0.603,0.236,0.339,30.307
Nails_23,28,Image_2,otm,32,3,0.696,0.333,0.451,101.716
Nails_23,28,Image_3,otm,32,3,0.905,0.209,0.339,16.988
Nails_23,28,Image_4,otm,32,3,0.615,0.276,0.381,39.276
Nails_23,28,Image_5,otm,32,3,0.653,0.187,0.291,20.466
Nails_23,28,Image_6,otm,32,3,0.897,0.286,0.433,28.715
Nails_23,28,Image_7,otm,32,3,0.735,0.357,0.48,43.921
Nails_23,28,Image_8,otm,32,3,0.803,0.292,0.428,44.482
Nails_23,28,Image_9,otm,32,3,0.821,0.333,0.474,32.02
Nails_23,384,Image_0_30,otm,32,3,1.0,0.476,0.645,4.386
Nails_23,384,Image_1,otm,32,3,1.0,0.591,0.743,4.494
Nails_23,384,Image_10,otm,32,3,0.75,0.48,0.585,6.254
Nails_23,384,Image_2,otm,32,3,0.733,0.524,0.611,6.85
Nails_23,384,Image_3,otm,32,3,0.733,0.524,0.611,6.759
Nails_23,384,Image_4,otm,32,3,0.769,0.455,0.571,3.128
Nails_23,384,Image_5,otm,32,3,0.594,0.826,0.691,9.715
Nails_23,384,Image_6,otm,32,3,0.581,0.783,0.667,20.777
Nails_23,384,Image_7,otm,32,3,0.278,0.238,0.256,4.568
Nails_23,384,Image_8,otm,32,3,0.812,0.591,0.684,5.629
Nails_23,384,Image_9,otm,32,3,0.722,0.565,0.634,8.019
Nails_23,45,Image_0_30,otm,32,3,0.611,0.162,0.256,5.683
Nails_23,45,Image_1,otm,32,3,0.609,0.226,0.329,5.514
Nails_23,45,Image_10,otm,32,3,0.593,0.195,0.294,13.917
Nails_23,45,Image_2,otm,32,3,0.92,0.338,0.495,12.475
Nails_23,45,Image_3,otm,32,3,0.957,0.314,0.473,10.112
Nails_23,45,Image_4,otm,32,3,0.75,0.25,0.375,12.658
Nails_23,45,Image_5,otm,32,3,0.765,0.181,0.292,5.709
Nails_23,45,Image_6,otm,32,3,0.955,0.284,0.437,10.173
Nails_23,45,Image_7,otm,32,3,0.852,0.338,0.484,9.227
Nails_23,45,Image_8,otm,32,3,0.846,0.324,0.468,13.662
Nails_23,45,Image_9,otm,32,3,0.842,0.432,0.571,15.828
Nails_23,68,Image_0_30,otm,32,3,0.692,0.176,0.281,6.288
Nails_23,68,Image_1,otm,32,3,0.706,0.231,0.348,5.828
Nails_23,68,Image_10,otm,32,3,0.727,0.308,0.432,11.175
Nails_23,68,Image_2,otm,32,3,0.941,0.314,0.471,6.572
Nails_23,68,Image_3,otm,32,3,0.684,0.255,0.371,9.946
