object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Pins2,28,Image_0,otm,64,3,1.0,0.91,0.953,61.774
Pins2,28,Image_1,otm,64,3,0.986,0.881,0.93,66.776
Pins2,28,Image_10,otm,64,3,1.0,0.838,0.912,63.925
Pins2,28,Image_2,otm,64,3,0.993,0.916,0.953,65.93
Pins2,28,Image_3,otm,64,3,0.98,0.912,0.945,69.78
Pins2,28,Image_4,otm,64,3,0.993,0.921,0.956,50.367
Pins2,28,Image_5,otm,64,3,1.0,0.881,0.937,58.101
Pins2,28,Image_6,otm,64,3,0.993,0.88,0.933,63.894
Pins2,28,Image_7,otm,64,3,1.0,0.87,0.931,65.197
Pins2,28,Image_8,otm,64,3,1.0,0.857,0.923,59.494
Pins2,28,Image_9,otm,64,3,1.0,0.849,0.918,58.441
Small_nails_32,45,Image_0,otm,64,3,1.0,0.289,0.449,2.794
Small_nails_32,45,Image_1,otm,64,3,0.929,0.382,0.542,2.354
Small_nails_32,45,Image_10,otm,64,3,0.929,0.419,0.578,3.319
Small_nails_32,45,Image_2,otm,64,3,1.0,0.387,0.558,2.212
Small_nails_32,45,Image_3,otm,64,3,1.0,0.535,0.697,10.661
Small_nails_32,45,Image_4,otm,64,3,0.8,0.353,0.49,4.425
Small_nails_32,45,Image_5,otm,64,3,1.0,0.452,0.622,3.916
Small_nails_32,45,Image_6,otm,64,3,1.0,0.457,0.627,4.914
Small_nails_32,45,Image_7,otm,64,3,0.923,0.375,0.533,3.655
Small_nails_32,45,Image_8,otm,64,3,0.923,0.429,0.585,4.001
Small_nails_32,45,Image_9,otm,64,3,1.0,0.393,0.564,2.2
Nails_23,28,Image_0_30,otm,64,3,0.671,0.375,0.481,100.525
Nails_23,28,Image_1,otm,64,3,0.49,0.291,0.365,40.877
Nails_23,28,Image_10,otm,64,3,0.704,0.328,0.447,68.617
Nails_23,28,Image_2,otm,64,3,0.762,0.399,0.524,135.007
Nails_23,28,Image_3,otm,64,3,0.922,0.258,0.403,26.987
Nails_23,28,Image_4,otm,64,3,0.66,0.402,0.5,88.695
Nails_23,28,Image_5,otm,64,3,0.556,0.205,0.299,44.92
Nails_23,28,Image_6,otm,64,3,0.758,0.258,0.385,39.14
Nails_23,28,Image_7,otm,64,3,0.68,0.386,0.493,66.436
Nails_23,28,Image_8,otm,64,3,0.77,0.28,0.41,39.656
Nails_23,28,Image_9,otm,64,3,0.867,0.394,0.542,41.148
Nails_23,384,Image_0_30,otm,64,3,1.0,0.571,0.727,5.782
Nails_23,384,Image_1,otm,64,3,0.812,0.591,0.684,6.237
Nails_23,384,Image_10,otm,64,3,0.8,0.48,0.6,8.136
Nails_23,384,Image_2,otm,64,3,0.667,0.571,0.615,7.158
Nails_23,384,Image_3,otm,64,3,0.714,0.476,0.571,5.179
Nails_23,384,Image_4,otm,64,3,0.923,0.545,0.686,6.52
Nails_23,384,Image_5,otm,64,3,0.645,0.87,0.741,13.803
Nails_23,384,Image_6,otm,64,3,0.458,0.478,0.468,8.855
Nails_23,384,Image_7,otm,64,3,0.333,0.238,0.278,7.892
Nails_23,384,Image_8,otm,64,3,0.812,0.591,0.684,6.722
Nails_23,384,Image_9,otm,64,3,0.842,0.696,0.762,10.351
Nails_23,45,Image_0_30,otm,64,3,0.583,0.206,0.304,12.948
Nails_23,45,Image_1,otm,64,3,0.808,0.339,0.477,9.75
Nails_23,45,Image_10,otm,64,3,0.586,0.207,0.306,15.258
Nails_23,45,Image_2,otm,64,3,0.87,0.294,0.44,14.819
Nails_23,45,Image_3,otm,64,3,0.964,0.386,0.551,14.531
Nails_23,45,Image_4,otm,64,3,0.794,0.375,0.509,12.949
Nails_23,45,Image_5,otm,64,3,0.579,0.153,0.242,9.893
Nails_23,45,Image_6,otm,64,3,1.0,0.297,0.458,9.043
Nails_23,45,Image_7,otm,64,3,0.781,0.368,0.5,11.139
Nails_23,45,Image_8,otm,64,3,0.806,0.368,0.505,22.482
Nails_23,45,Image_9,otm,64,3,0.973,0.486,0.649,15.76
Nails_23,68,Image_0_30,otm,64,3,0.75,0.235,0.358,8.885
Nails_23,68,Image_1,otm,64,3,0.762,0.308,0.438,10.995
Nails_23,68,Image_10,otm,64,3,0.917,0.423,0.579,12.578
