object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Nails_23,28,Image_0_30,otm,64,3,0.419,0.358,0.386,280.215
Nails_23,28,Image_1,otm,64,3,0.403,0.582,0.476,217.086
Nails_23,28,Image_10,otm,64,3,0.425,0.845,0.565,423.433
Nails_23,28,Image_2,otm,64,3,0.612,0.58,0.595,384.183
Nails_23,28,Image_3,otm,64,3,0.502,0.764,0.606,235.503
Nails_23,28,Image_4,otm,64,3,0.404,0.764,0.529,408.449
Nails_23,28,Image_5,otm,64,3,0.375,0.632,0.471,305.114
Nails_23,28,Image_6,otm,64,3,0.57,0.852,0.683,334.939
Nails_23,28,Image_7,otm,64,3,0.464,0.906,0.614,367.754
Nails_23,28,Image_8,otm,64,3,0.577,0.78,0.663,290.818
Nails_23,28,Image_9,otm,64,3,0.449,0.964,0.613,377.731
Nails_23,384,Image_0_30,otm,64,3,0.111,1.0,0.199,140.799
Nails_23,384,Image_1,otm,64,3,0.092,1.0,0.169,149.627
Nails_23,384,Image_10,otm,64,3,0.104,0.96,0.188,140.585
Nails_23,384,Image_2,otm,64,3,0.146,1.0,0.255,97.964
Nails_23,384,Image_3,otm,64,3,0.097,1.0,0.177,167.403
Nails_23,384,Image_4,otm,64,3,0.091,1.0,0.167,175.854
Nails_23,384,Image_5,otm,64,3,0.098,1.0,0.178,174.882
Nails_23,384,Image_6,otm,64,3,0.1,0.957,0.181,189.503
Nails_23,384,Image_7,otm,64,3,0.091,1.0,0.167,203.151
Nails_23,384,Image_8,otm,64,3,0.101,1.0,0.184,176.409
Nails_23,384,Image_9,otm,64,3,0.102,1.0,0.185,190.541
Nails_23,45,Image_0_30,otm,64,3,0.255,0.794,0.386,176.451
Nails_23,45,Image_1,otm,64,3,0.346,0.855,0.493,69.74
Nails_23,45,Image_10,otm,64,3,0.29,0.878,0.436,271.745
Nails_23,45,Image_2,otm,64,3,0.518,0.853,0.644,83.535
Nails_23,45,Image_3,otm,64,3,0.237,0.943,0.378,230.302
Nails_23,45,Image_4,otm,64,3,0.301,0.917,0.454,253.838
Nails_23,45,Image_5,otm,64,3,0.29,0.889,0.437,214.928
Nails_23,45,Image_6,otm,64,3,0.298,1.0,0.46,160.473
Nails_23,45,Image_7,otm,64,3,0.228,1.0,0.372,296.265
Nails_23,45,Image_8,otm,64,3,0.3,0.985,0.46,231.799
Nails_23,45,Image_9,otm,64,3,0.253,0.986,0.403,270.122
Nails_32,28,Image_0_30,otm,64,3,0.498,0.514,0.506,299.713
Nails_32,28,Image_1,otm,64,3,0.5,0.812,0.619,243.85
Nails_32,28,Image_10,otm,64,3,0.441,0.856,0.582,444.25
Nails_32,28,Image_2,otm,64,3,0.605,0.59,0.598,408.165
Nails_32,28,Image_3,otm,64,3,0.544,0.78,0.641,240.298
