object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Pins2,68,Image_0,otm,32,3,0.136,1.0,0.24,202.791
Pins2,68,Image_0,gmms,32,3,0.136,1.0,0.24,217.187
Pins2,68,Image_0,hdbscan,32,3,0.5,0.062,0.111,301.04
Pins2,68,Image_1,otm,32,3,0.157,1.0,0.271,218.27
Pins2,68,Image_1,gmms,32,3,0.157,1.0,0.271,276.794
Pins2,68,Image_1,hdbscan,32,3,0.5,0.062,0.111,224.909
Pins2,68,Image_10,otm,32,3,0.148,1.0,0.258,254.514
Pins2,68,Image_10,gmms,32,3,0.148,1.0,0.258,255.307
Pins2,68,Image_10,hdbscan,32,3,0.5,0.057,0.103,194.848
Pins2,68,Image_2,otm,32,3,0.12,1.0,0.215,257.665
Pins2,68,Image_2,gmms,32,3,0.12,1.0,0.215,358.203
Pins2,68,Image_2,hdbscan,32,3,0.5,0.069,0.121,166.129
Pins2,68,Image_3,otm,32,3,0.127,1.0,0.225,188.613
Pins2,68,Image_3,gmms,32,3,0.127,1.0,0.225,314.999
Pins2,68,Image_3,hdbscan,32,3,0.5,0.067,0.118,202.796
Pins2,68,Image_4,otm,32,3,0.112,1.0,0.201,200.279
Pins2,68,Image_4,gmms,32,3,0.112,1.0,0.201,257.32
Pins2,68,Image_4,hdbscan,32,3,0.5,0.091,0.154,187.492
Pins2,68,Image_5,otm,32,3,0.135,1.0,0.237,274.319
Pins2,68,Image_5,gmms,32,3,0.135,1.0,0.237,339.399
Pins2,68,Image_5,hdbscan,32,3,0.5,0.053,0.095,225.383
Pins2,68,Image_6,otm,32,3,0.155,1.0,0.269,250.954
Pins2,68,Image_6,gmms,32,3,0.155,1.0,0.269,283.573
Pins2,68,Image_6,hdbscan,32,3,0.5,0.062,0.111,204.766
Pins2,68,Image_7,otm,32,3,0.116,1.0,0.208,222.881
Pins2,68,Image_7,gmms,32,3,0.116,1.0,0.208,223.881
Pins2,68,Image_7,hdbscan,32,3,0.5,0.067,0.118,138.896
Pins2,68,Image_8,otm,32,3,0.146,1.0,0.254,135.361
Pins2,68,Image_8,gmms,32,3,0.146,1.0,0.254,146.455
Pins2,68,Image_8,hdbscan,32,3,0.5,0.069,0.121,119.886
Pins2,68,Image_9,otm,32,3,0.119,1.0,0.213,142.67
Pins2,68,Image_9,gmms,32,3,0.119,1.0,0.213,187.223
Pins2,68,Image_9,hdbscan,32,3,0.5,0.069,0.121,130.205
Small_nails_23,384,Image_0,otm,32,3,0.177,1.0,0.301,108.194
Small_nails_23,384,Image_0,gmms,32,3,0.177,1.0,0.301,109.301
Small_nails_23,384,Image_0,hdbscan,32,3,0.5,0.091,0.154,103.743
Small_nails_23,384,Image_1,otm,32,3,0.128,1.0,0.227,116.834
Small_nails_23,384,Image_1,gmms,32,3,0.128,1.0,0.227,88.941
Small_nails_23,384,Image_1,hdbscan,32,3,0.0,0.118,0.0,80.007
Small_nails_23,384,Image_10,otm,32,3,0.101,1.0,0.183,84.764
Small_nails_23,384,Image_10,gmms,32,3,0.101,1.0,0.183,67.833
Small_nails_23,384,Image_10,hdbscan,32,3,0.5,0.2,0.286,59.817
Small_nails_23,384,Image_2,otm,32,3,0.148,1.0,0.258,101.676
Small_nails_23,384,Image_2,gmms,32,3,0.148,1.0,0.258,106.931
Small_nails_23,384,Image_2,hdbscan,32,3,0.5,0.118,0.19,103.363
Small_nails_23,384,Image_3,otm,32,3,0.127,1.0,0.226,97.135
Small_nails_23,384,Image_3,gmms,32,3,0.127,1.0,0.226,58.323
Small_nails_23,384,Image_3,hdbscan,32,3,0.0,0.143,0.0,49.96
Small_nails_23,384,Image_4,otm,32,3,0.135,1.0,0.238,130.378
Small_nails_23,384,Image_4,gmms,32,3,0.135,1.0,0.238,73.307
Small_nails_23,384,Image_4,hdbscan,32,3,0.0,0.1,0.0,62.662
Small_nails_23,384,Image_5,otm,32,3,0.156,1.0,0.269,118.638
Small_nails_23,384,Image_5,gmms,32,3,0.156,1.0,0.269,89.659
Small_nails_23,384,Image_5,hdbscan,32,3,0.5,0.095,0.16,78.111
Small_nails_23,384,Image_6,otm,32,3,0.119,1.0,0.212,93.326
Small_nails_23,384,Image_6,gmms,32,3,0.119,1.0,0.212,109.41
Small_nails_23,384,Image_6,hdbscan,32,3,0.0,0.143,0.0,100.612
Small_nails_23,384,Image_7,otm,32,3,0.093,1.0,0.171,91.662
Small_nails_23,384,Image_7,gmms,32,3,0.093,1.0,0.171,65.744
Small_nails_23,384,Image_7,hdbscan,32,3,0.5,0.2,0.286,65.178
Small_nails_23,384,Image_8,otm,32,3,0.057,1.0,0.109,79.984
Small_nails_23,384,Image_8,gmms,32,3,0.057,1.0,0.109,86.059
Small_nails_23,384,Image_8,hdbscan,32,3,0.0,0.4,0.0,88.938
Small_nails_23,384,Image_9,otm,32,3,0.064,1.0,0.121,95.622
Small_nails_23,384,Image_9,gmms,32,3,0.064,1.0,0.121,83.88
Small_nails_23,384,Image_9,hdbscan,32,3,0.0,0.286,0.0,71.015
Nuts,45,Image_0_50,otm,32,3,0.167,1.0,0.286,190.557
Nuts,45,Image_0_50,gmms,32,3,0.167,1.0,0.286,225.81
Nuts,45,Image_0_50,hdbscan,32,3,0.5,0.043,0.08,142.547
Nuts,45,Image_1,otm,32,3,0.224,1.0,0.366,163.473
Nuts,45,Image_1,gmms,32,3,0.224,1.0,0.366,91.284
Nuts,45,Image_1,hdbscan,32,3,0.5,0.049,0.089,68.557
Nuts,45,Image_10,otm,32,3,0.197,1.0,0.329,201.983
Nuts,45,Image_10,gmms,32,3,0.197,1.0,0.329,110.518
Nuts,45,Image_10,hdbscan,32,3,0.5,0.053,0.095,92.586
Nuts,45,Image_2,otm,32,3,0.169,1.0,0.29,281.055
Nuts,45,Image_2,gmms,32,3,0.169,1.0,0.29,211.496
Nuts,45,Image_2,hdbscan,32,3,0.5,0.049,0.089,163.569
Nuts,45,Image_3,otm,32,3,0.167,1.0,0.287,214.717
Nuts,45,Image_3,gmms,32,3,0.167,1.0,0.287,252.272
Nuts,45,Image_3,hdbscan,32,3,0.5,0.056,0.1,209.743
Nuts,45,Image_4,otm,32,3,0.157,1.0,0.272,266.896
Nuts,45,Image_4,gmms,32,3,0.157,1.0,0.272,204.852
Nuts,45,Image_4,hdbscan,32,3,0.5,0.061,0.108,151.876
Nuts,45,Image_5,otm,32,3,0.177,1.0,0.301,225.064
Nuts,45,Image_5,gmms,32,3,0.177,1.0,0.301,205.632
Nuts,45,Image_5,hdbscan,32,3,0.5,0.059,0.105,181.797
Nuts,45,Image_6,otm,32,3,0.225,1.0,0.367,193.066
Nuts,45,Image_6,gmms,32,3,0.225,1.0,0.367,100.071
Nuts,45,Image_6,hdbscan,32,3,0.5,0.056,0.1,88.913
Nuts,45,Image_7,otm,32,3,0.193,1.0,0.324,166.956
Nuts,45,Image_7,gmms,32,3,0.193,1.0,0.324,89.619
Nuts,45,Image_7,hdbscan,32,3,0.0,0.071,0.0,64.889
Nuts,45,Image_8,otm,32,3,0.169,1.0,0.288,188.63
Nuts,45,Image_8,gmms,32,3,0.169,1.0,0.288,129.921
Nuts,45,Image_8,hdbscan,32,3,0.5,0.067,0.118,90.883
Nuts,45,Image_9,otm,32,3,0.189,1.0,0.318,230.928
Nuts,45,Image_9,gmms,32,3,0.189,1.0,0.318,187.932
Nuts,45,Image_9,hdbscan,32,3,0.5,0.053,0.095,96.8
Nails_32,45,Image_0_30,otm,32,3,0.225,1.0,0.368,298.434
Nails_32,45,Image_0_30,gmms,32,3,0.225,1.0,0.368,159.793
Nails_32,45,Image_0_30,hdbscan,32,3,0.0,0.029,0.0,85.472
Nails_32,45,Image_1,otm,32,3,0.245,1.0,0.394,281.083
Nails_32,45,Image_1,gmms,32,3,0.241,1.0,0.388,180.917
Nails_32,45,Image_1,hdbscan,32,3,0.0,0.032,0.0,115.624
Nails_32,45,Image_10,otm,32,3,0.245,1.0,0.393,247.642
Nails_32,45,Image_10,gmms,32,3,0.245,1.0,0.393,256.415
Nails_32,45,Image_10,hdbscan,32,3,0.0,0.024,0.0,128.236
