object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Nails_23,28,Image_0_30,otm,64,3,0.226,0.646,0.335,156.597
Nails_23,28,Image_1,otm,64,3,0.106,1.0,0.192,96.056
Nails_23,28,Image_10,otm,64,3,0.19,1.0,0.32,173.299
Nails_23,28,Image_2,otm,64,3,0.363,0.66,0.468,171.875
Nails_23,28,Image_3,otm,64,3,0.366,1.0,0.535,137.262
Nails_23,28,Image_4,otm,64,3,0.265,1.0,0.419,182.445
Nails_23,28,Image_5,otm,64,3,0.173,1.0,0.295,111.812
Nails_23,28,Image_6,otm,64,3,0.27,0.956,0.421,174.912
Nails_23,28,Image_7,otm,64,3,0.213,1.0,0.351,121.365
Nails_23,28,Image_8,otm,64,3,0.35,1.0,0.519,109.237
Nails_23,28,Image_9,otm,64,3,0.433,1.0,0.605,146.585
Nuts,28,Image_0_50,otm,64,3,0.333,1.0,0.5,150.732
Nuts,28,Image_1,otm,64,3,0.351,1.0,0.519,135.35
Nuts,28,Image_10,otm,64,3,0.341,1.0,0.509,130.275
Nuts,28,Image_2,otm,64,3,0.372,1.0,0.543,176.891
Nuts,28,Image_3,otm,64,3,0.36,1.0,0.529,159.298
Nuts,28,Image_4,otm,64,3,0.344,1.0,0.511,147.538
Nuts,28,Image_5,otm,64,3,0.327,1.0,0.493,172.032
Nuts,28,Image_6,otm,64,3,0.341,1.0,0.509,134.324
Nuts,28,Image_7,otm,64,3,0.361,1.0,0.53,139.655
Nuts,28,Image_8,otm,64,3,0.367,1.0,0.536,134.379
Nuts,28,Image_9,otm,64,3,0.37,1.0,0.54,126.107
Pins2,28,Image_0,otm,64,3,0.586,1.0,0.739,133.04
Pins2,28,Image_1,otm,64,3,0.597,1.0,0.747,205.17
Pins2,28,Image_10,otm,64,3,0.513,1.0,0.678,125.519
Pins2,28,Image_2,otm,64,3,0.57,1.0,0.726,199.816
Pins2,28,Image_3,otm,64,3,0.577,1.0,0.731,204.073
Pins2,28,Image_4,otm,64,3,0.496,1.0,0.663,170.713
Pins2,28,Image_5,otm,64,3,0.626,1.0,0.77,167.787
